213,28.26555,35.14527,1830.65002,0,1153.95996,0
214,28.32684,35.38417,1831.245,0,966.20001,1
215,28.46091,34.87558,1831.09497,0,956.59497,1
216,28.48547,34.7917,1832.17505,0,1001.55499,1
217,28.45246,35.16049,1831.51501,0,1123.66504,1
218,28.43869,34.7959,1829.70996,0,1166.98499,0
219,28.41808,34.75341,1829.43506,0,1166.35498,0
220,28.4133,34.98054,1827.93506,0,1164.125,0
221,28.40981,35.01956,1825.96497,0,1165.43005,0
222,28.41714,34.85567,1832.78503,0,1102.06494,1
223,28.45372,34.16762,1832.70496,0,702.02502,0
224,28.43204,34.32518,1830.65503,0,697.48999,0
225,28.389,34.67991,1829.86499,0,697.90002,0
226,28.38379,34.72564,1832.83496,0,698.01501,0
227,28.35235,34.80726,1832.28003,0,701.55499,0
228,28.33561,34.86877,1830.43994,0,699.75,0
229,28.32435,34.87469,1828.54504,0,698.77002,0
230,28.31597,34.86065,1828.87,0,698.83002,0
231,28.31737,34.81192,1829.29004,0,698.97998,0
232,28.30974,34.7529,1831.73999,0,700.45001,0
233,28.29863,34.76159,1833.13501,0,701.26001,0
234,28.30288,34.7242,1830.65002,0,701.125,0
235,28.31007,34.66847,1830.65503,0,699.96002,0
236,28.28783,34.6363,1829.63,0,699.59497,0
237,28.26416,34.63504,1829.98499,0,701.11499,1
238,28.27812,34.60835,1828.43005,0,700.96002,0
239,28.30046,34.57595,1831.73999,0,704.21503,0
240,28.31952,34.41577,1831.52502,0,701.28998,0
241,28.32375,34.38586,1830.30505,0,699.10999,0
242,28.31978,34.41299,1830.19995,0,699.91498,0
243,28.33219,34.38139,1832.59497,0,698.63501,0
244,28.34613,34.28798,1829.27502,0,700.36499,0
245,28.34683,34.2569,1830.56006,0,537.57501,0
246,28.37941,33.96951,1832.96497,0,429.84,0
247,28.42357,34.057,1832.44995,0,430.10999,0
248,28.4422,33.97921,1830.39001,0,429.19,0
249,28.44126,33.9058,1832.15002,0,572.09998,0
250,28.43037,33.96269,1831.17505,0,700.70502,0
251,28.42737,33.96813,1833.92505,0,701.33502,0
252,28.43081,33.95172,1829.10498,0,702.14502,0
253,28.42463,33.87635,1830.38,0,700.71002,0
254,28.41078,33.94686,1832.46497,0,701.98999,0
255,28.38508,34.00807,1832.55005,0,702.42499,0
256,28.34645,34.05879,1829.40503,0,703.92999,0
257,28.3428,34.05585,1829.65002,0,705.315,0
258,28.35101,34.01171,1830.40503,0,702.51501,0
259,28.35128,34.00703,1833.23499,0,701.35498,0
260,28.3224,33.99673,1830.57495,0,701.58502,0
261,28.323,33.94662,1829.92505,0,701.51001,0
262,28.33014,33.94416,1831.93994,0,702.70001,0
263,28.3165,33.94073,1833.63501,0,702.16498,0
264,28.30507,33.96687,1830.56995,0,701.23999,0
265,28.27796,34.02034,1829.23999,0,701.55499,0
266,28.28424,33.99034,1830.23999,0,701.67499,0
267,28.28999,33.97574,1830.61499,0,701.23999,0
268,28.28929,33.95403,1831.10999,0,701.90503,0
269,28.29632,33.89119,1831.32996,0,703.685,0
270,28.32371,34.05503,1830.17505,0,702.71002,1
271,28.38284,34.80498,1833.14502,0,706.005,1
272,28.40167,34.74043,1830.61499,0,713.28497,1
273,28.4348,33.77799,1830.32996,0,691.01501,1
274,28.40287,34.37566,1836.45996,0,599.92499,1
275,28.39845,35.62908,1831.31006,0,703.21503,1
